"","Policy.Number","Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","cluster","clusterfactor"
"532",172144,55,35,1,1,0,1,1,3,"3"
"533",181343,23,6,1,0,1,13,0,1,"1"
"534",165969,52,33,1,1,0,9,0,2,"2"
"535",175204,53,35,1,1,1,7,0,3,"3"
"536",188905,32,11,1,0,0,9,0,1,"1"
"537",174333,53,32,1,0,0,4,1,2,"2"
"538",167470,17,0,1,0,1,4,1,1,"1"
"539",120965,20,1,1,0,1,12,0,1,"1"
"540",177195,69,52,1,1,1,15,0,3,"3"
"541",140290,17,0,1,1,1,13,1,1,"1"
"542",117642,63,42,1,1,1,13,0,3,"3"
"543",104411,29,11,1,0,0,5,0,1,"1"
"544",182169,62,43,1,0,1,1,0,3,"3"
"545",154432,61,42,1,0,0,13,0,3,"3"
"546",106539,66,46,1,0,1,15,0,3,"3"
"547",195625,54,35,1,0,0,8,0,3,"3"
"548",196635,48,27,1,0,1,0,1,2,"2"
"549",193413,67,50,1,1,1,10,0,3,"3"
"550",191094,66,47,1,1,0,4,1,3,"3"
"551",179271,23,5,1,1,1,14,1,1,"1"
"552",189951,26,6,1,0,0,12,0,1,"1"
"553",126236,38,20,1,1,0,0,1,2,"2"
"554",130761,69,50,1,1,0,14,0,3,"3"
"555",170986,20,2,1,1,1,13,0,1,"1"
"556",157919,21,2,1,1,1,7,1,1,"1"
"557",127745,18,1,1,1,0,9,0,1,"1"
"558",191285,34,15,1,0,1,6,0,2,"2"
"559",123166,51,33,1,1,1,10,0,2,"2"
"560",155724,23,6,1,0,0,14,0,1,"1"
"561",177504,18,0,1,1,0,4,1,1,"1"
"562",136090,60,39,1,1,0,11,0,3,"3"
"563",196704,46,26,1,0,0,0,1,2,"2"
"564",164592,64,47,1,0,1,9,0,3,"3"
"565",145321,21,2,1,1,1,13,1,1,"1"
"566",104756,22,3,1,1,1,11,1,1,"1"
"567",103377,44,25,1,0,1,7,0,2,"2"
"568",139687,36,15,1,0,1,6,0,2,"2"
"569",165487,66,49,1,0,1,9,0,3,"3"
"570",126149,21,4,1,0,1,12,0,1,"1"
"571",133180,64,46,1,1,0,4,0,3,"3"
"572",186820,44,26,1,1,1,8,0,2,"2"
"573",185310,47,30,1,1,0,15,0,2,"2"
"574",117930,18,0,1,1,1,10,1,1,"1"
"575",133784,40,22,1,0,0,10,0,2,"2"
"576",108804,22,4,1,1,1,12,1,1,"1"
"577",109203,24,7,1,1,1,0,1,1,"1"
"578",148258,70,52,1,0,1,7,0,3,"3"
"579",108325,61,41,1,1,0,9,0,3,"3"
"580",109970,20,3,1,1,1,14,1,1,"1"
"581",189460,22,4,1,0,1,15,0,1,"1"
"582",146438,65,48,1,1,1,6,0,3,"3"
"583",129176,38,17,1,0,1,1,1,2,"2"
"584",140722,60,41,1,0,0,8,0,3,"3"
"585",114230,31,10,1,0,0,11,0,1,"1"
"586",105121,47,28,1,1,0,10,0,2,"2"
"587",115299,62,44,1,1,0,14,0,3,"3"
"588",116313,38,17,1,0,1,6,0,2,"2"
"589",111655,23,4,1,0,1,11,0,1,"1"
"590",107539,34,16,1,0,1,12,0,2,"2"
"591",102106,65,44,1,1,1,8,0,3,"3"
"592",131977,61,42,1,1,1,12,0,3,"3"
"593",174776,62,43,1,0,0,6,0,3,"3"
"594",115117,51,30,1,0,1,8,0,2,"2"
"595",170043,34,15,1,0,0,7,0,2,"2"
"596",137679,41,23,1,1,0,9,0,2,"2"
"597",167670,63,45,1,1,0,12,0,3,"3"
"598",191667,70,52,1,0,1,3,0,3,"3"
"599",118085,53,33,1,1,0,15,0,2,"2"
"600",152351,25,6,1,0,0,5,0,1,"1"
"601",191927,16,0,1,1,0,6,0,1,"1"
"602",102450,21,2,1,0,1,11,0,1,"1"
"603",154817,68,50,1,1,1,8,0,3,"3"
"604",113307,27,9,1,0,1,7,0,1,"1"
"605",174930,19,0,1,1,1,15,1,1,"1"
"606",135471,57,36,1,0,1,2,1,3,"3"
"607",124520,23,5,1,0,1,11,1,1,"1"
"608",126999,50,32,1,0,0,7,0,2,"2"
"609",147581,60,42,1,0,1,8,0,3,"3"
"610",127409,69,52,1,1,1,9,0,3,"3"
"611",108545,26,8,1,1,1,8,0,1,"1"
"612",156939,41,22,1,0,0,1,0,2,"2"
"613",158928,66,47,1,1,1,3,0,3,"3"
"614",170024,53,33,1,1,0,11,0,2,"2"
"615",127337,29,8,1,0,1,2,1,1,"1"
"616",172679,25,6,1,0,0,1,0,1,"1"
"617",100393,58,41,1,0,1,7,0,3,"3"
"618",138394,20,2,1,0,1,15,0,1,"1"
"619",143776,18,0,1,0,0,14,0,1,"1"
"620",111978,61,44,1,1,1,4,0,3,"3"
"621",156872,41,21,1,0,0,15,0,2,"2"
"622",145921,68,48,1,0,1,4,0,3,"3"
"623",159310,68,47,1,1,1,7,0,3,"3"
"624",143703,63,42,1,0,1,9,0,3,"3"
"625",142662,56,37,1,1,0,10,0,3,"3"
"626",139500,22,3,1,1,1,7,1,1,"1"
"627",199067,65,48,1,0,0,14,0,3,"3"
"628",184418,53,34,1,0,0,4,0,3,"3"
"629",129661,32,13,1,1,0,13,0,1,"1"
"630",150868,25,8,1,0,1,12,1,1,"1"
"631",111483,62,41,1,0,1,5,0,3,"3"
"632",179318,58,41,1,0,0,12,0,3,"3"
"633",197615,62,45,1,0,0,14,0,3,"3"
"634",125364,20,1,1,1,0,6,1,1,"1"
"635",103001,70,52,1,0,0,12,0,3,"3"
"636",122543,20,3,1,1,1,14,1,1,"1"
"637",137055,58,39,1,1,1,1,1,3,"3"
"638",107360,68,48,1,0,0,13,0,3,"3"
"639",148198,23,6,1,1,1,11,1,1,"1"
"640",134164,22,4,1,1,1,13,0,1,"1"
"641",128866,66,45,1,0,1,11,0,3,"3"
"642",146036,27,10,1,0,1,6,0,1,"1"
"643",180309,49,30,1,0,0,0,1,2,"2"
"644",158991,16,0,1,1,0,12,0,1,"1"
"645",157357,46,25,1,1,1,13,0,2,"2"
"646",184611,26,7,1,1,0,8,0,1,"1"
"647",185622,63,44,1,1,1,0,0,3,"3"
"648",195602,34,15,1,1,1,1,1,2,"2"
"649",117004,66,46,1,1,0,1,0,3,"3"
"650",145524,62,44,1,1,1,9,0,3,"3"
"651",174530,70,50,1,1,1,10,0,3,"3"
"652",158963,61,43,1,0,1,6,0,3,"3"
"653",169392,28,11,1,0,0,7,0,1,"1"
"654",136257,22,5,1,0,1,11,1,1,"1"
"655",155439,50,29,1,0,1,10,0,2,"2"
"656",191625,20,1,1,0,1,13,0,1,"1"
"657",130894,26,8,1,1,1,6,0,1,"1"
"658",176085,18,1,1,1,1,1,1,1,"1"
"659",163579,70,52,1,1,0,8,0,3,"3"
"660",165231,23,6,1,1,1,14,1,1,"1"
"661",175849,43,24,1,1,1,10,0,2,"2"
"662",166862,25,7,1,0,1,5,1,1,"1"
"663",145985,68,49,1,0,0,7,0,3,"3"
"664",161523,18,0,1,0,0,13,0,1,"1"
"665",188537,20,2,1,0,1,12,0,1,"1"
"666",148910,53,34,1,0,0,9,0,3,"3"
"667",114902,48,29,1,0,0,10,0,2,"2"
"668",150766,43,25,1,0,0,4,0,2,"2"
"669",110593,67,48,1,1,1,6,0,3,"3"
"670",179759,19,0,1,1,1,13,1,1,"1"
"671",121258,59,42,1,0,1,1,0,3,"3"
"672",116173,49,32,1,1,1,7,0,2,"2"
"673",157449,23,4,1,1,0,9,1,1,"1"
"674",199294,55,35,1,1,0,8,0,3,"3"
"675",107896,68,47,1,1,1,15,0,3,"3"
"676",196818,49,30,1,1,0,10,0,2,"2"
"677",108840,63,43,1,1,0,3,0,3,"3"
"678",195376,51,34,1,1,0,9,0,2,"2"
"679",122051,62,43,1,0,1,12,0,3,"3"
"680",173821,20,3,1,0,1,9,1,1,"1"
"681",187100,54,35,1,1,1,1,1,3,"3"
"682",143345,65,46,1,0,1,15,0,3,"3"
"683",160012,30,11,1,1,1,10,0,1,"1"
"684",136159,56,36,1,1,0,12,0,3,"3"
"685",170878,20,1,1,0,0,12,0,1,"1"
"686",195494,67,50,1,0,0,3,0,3,"3"
"687",107555,20,1,1,1,0,15,0,1,"1"
"688",110367,68,50,1,1,1,7,0,3,"3"
"689",111541,21,3,1,1,0,13,0,1,"1"
"690",168352,25,7,1,1,1,12,1,1,"1"
"691",134503,19,1,1,0,1,14,1,1,"1"
"692",144971,62,43,1,0,0,11,0,3,"3"
"693",181186,17,0,1,0,0,15,0,1,"1"
"694",139101,54,37,1,1,1,13,0,3,"3"
"695",136641,60,39,1,1,0,2,0,3,"3"
"696",141188,67,48,1,0,1,11,0,3,"3"
"697",153623,33,15,1,1,1,2,1,2,"2"
"698",150239,67,46,1,0,1,10,0,3,"3"
"699",185354,68,48,1,1,0,2,0,3,"3"
"700",127917,18,1,1,1,1,13,1,1,"1"
"701",154975,38,21,1,0,0,12,0,2,"2"
"702",117922,21,2,1,1,0,2,1,1,"1"
"703",166897,67,49,1,1,1,3,0,3,"3"
"704",166876,21,2,1,1,0,12,0,1,"1"
"705",197116,46,27,1,0,0,0,0,2,"2"
"706",169334,25,8,1,0,0,8,0,1,"1"
"707",155443,68,48,1,0,0,11,0,3,"3"
"708",163409,25,6,1,0,0,8,0,1,"1"
"709",140592,44,27,1,0,1,8,0,2,"2"
"710",140510,41,24,1,0,1,9,0,2,"2"
"711",167408,24,7,1,0,0,1,0,1,"1"
"712",164781,44,27,1,0,0,8,0,2,"2"
"713",101083,54,36,1,0,0,8,0,3,"3"
"714",149604,45,27,1,1,1,7,0,2,"2"
"715",116273,49,28,1,0,0,3,1,2,"2"
"716",134645,64,43,1,0,1,6,0,3,"3"
"717",137626,41,24,1,0,0,7,0,2,"2"
"718",131676,48,29,1,0,1,5,0,2,"2"
"719",191821,60,40,1,0,0,0,1,3,"3"
"720",187013,44,23,1,0,0,0,1,2,"2"
"721",160543,53,34,1,0,0,1,1,3,"3"
"722",170801,54,35,1,1,0,15,0,3,"3"
"723",164081,38,21,1,0,1,10,0,2,"2"
"724",196507,45,25,1,0,0,7,0,2,"2"
"725",148396,62,42,1,1,0,2,1,3,"3"
"726",146365,70,53,1,0,1,14,0,3,"3"
"727",101768,18,1,1,1,1,13,0,1,"1"
"728",170426,47,26,1,0,0,7,0,2,"2"
"729",186998,49,31,1,0,0,14,0,2,"2"
"730",100151,70,51,1,0,0,11,0,3,"3"
"731",155174,23,6,1,0,1,8,1,1,"1"
"732",165557,62,41,1,1,0,5,0,3,"3"
"733",167074,66,45,1,1,0,9,0,3,"3"
"734",150600,35,15,1,0,1,8,0,2,"2"
"735",114136,26,9,1,1,1,8,0,1,"1"
"736",102921,22,4,1,0,1,14,0,1,"1"
"737",188497,65,45,1,1,0,4,0,3,"3"
"738",181091,59,41,1,1,1,10,0,3,"3"
"739",160522,61,43,1,1,1,5,0,3,"3"
"740",105247,69,49,1,0,0,10,0,3,"3"
"741",141491,58,41,1,1,1,10,0,3,"3"
"742",124644,66,49,1,0,0,5,0,3,"3"
"743",107649,25,8,1,1,1,14,1,1,"1"
"744",162227,51,31,1,0,0,15,0,2,"2"
"745",126775,25,8,1,0,1,10,0,1,"1"
"746",174724,55,38,1,0,1,7,0,3,"3"
"747",116565,41,21,1,1,0,9,0,2,"2"
"748",145469,23,6,1,1,0,12,0,1,"1"
"749",127245,51,33,1,1,1,9,0,2,"2"
"750",118206,67,48,1,0,1,4,0,3,"3"
"751",110815,38,18,1,1,0,3,1,2,"2"
"752",133911,44,26,1,0,0,15,0,2,"2"
"753",178457,64,46,1,0,0,8,0,3,"3"
"754",149155,52,33,1,1,0,2,1,2,"2"
"755",121021,67,50,1,0,1,1,0,3,"3"
"756",177475,16,0,1,0,1,9,1,1,"1"
"757",108154,17,0,1,0,0,4,1,1,"1"
"758",109419,62,43,1,1,0,6,0,3,"3"
"759",101213,62,45,1,1,1,6,0,3,"3"
"760",169640,53,35,1,0,0,5,0,3,"3"
"761",124833,31,14,1,0,1,7,0,1,"1"
"762",159118,37,20,1,1,0,4,0,2,"2"
"763",190380,23,4,1,0,0,12,0,1,"1"
"764",196621,51,33,1,1,1,8,0,2,"2"
"765",162258,37,19,1,0,1,10,0,2,"2"
"766",172065,65,45,1,0,0,4,0,3,"3"
"767",199525,23,6,1,0,0,12,0,1,"1"
"768",186553,61,40,1,0,0,15,0,3,"3"
"769",144840,53,34,1,0,0,12,0,3,"3"
"770",142589,26,5,1,1,0,4,1,1,"1"
"771",178609,70,50,1,1,0,5,0,3,"3"
"772",186321,38,19,1,0,0,7,0,2,"2"
"773",139097,19,2,1,0,1,14,0,1,"1"
"774",138650,46,29,1,0,0,8,0,2,"2"
"775",189288,70,52,1,0,1,1,0,3,"3"
"776",135080,70,52,1,1,0,15,0,3,"3"
"777",145160,52,33,1,1,1,2,1,2,"2"
"778",173340,37,16,1,1,0,5,1,2,"2"
"779",104232,70,50,1,0,1,6,0,3,"3"
"780",124329,55,35,1,1,1,8,0,3,"3"
"781",168948,49,32,1,0,0,7,0,2,"2"
"782",102591,58,40,1,0,1,6,0,3,"3"
"783",161574,54,36,1,0,1,8,0,3,"3"
"784",124158,23,5,1,0,0,11,0,1,"1"
"785",187351,22,4,1,1,0,14,0,1,"1"
"786",180840,19,0,1,0,0,13,0,1,"1"
"787",173980,68,48,1,1,0,2,0,3,"3"
"788",134977,18,0,1,1,0,14,0,1,"1"
"789",171799,50,29,1,0,1,8,0,2,"2"
"790",126736,65,46,1,1,0,2,0,3,"3"
"791",111217,63,46,1,1,0,12,0,3,"3"
"792",157575,64,44,1,1,0,6,0,3,"3"
"793",176116,39,20,1,1,1,0,1,2,"2"
"794",192887,25,6,1,0,1,6,1,1,"1"
"795",191565,37,18,1,1,0,6,0,2,"2"
"796",103479,33,15,1,0,1,4,1,2,"2"
"797",193489,55,38,1,0,0,11,0,3,"3"
"798",173815,22,3,1,0,1,11,0,1,"1"
"799",107873,58,38,1,0,0,2,0,3,"3"
"800",143536,67,50,1,1,0,7,0,3,"3"
"801",147647,30,9,1,0,1,1,1,1,"1"
"802",177830,39,20,1,0,1,6,0,2,"2"
"803",142918,37,18,1,0,0,10,0,2,"2"
"804",100328,67,50,1,0,0,9,0,3,"3"
"805",132446,41,23,1,1,1,6,0,2,"2"
"806",167551,40,19,1,0,1,7,0,2,"2"
"807",128196,16,0,1,1,1,15,1,1,"1"
"808",126686,22,5,1,1,1,11,0,1,"1"
"809",161908,63,42,1,1,0,0,1,3,"3"
"810",131627,24,5,1,0,1,14,0,1,"1"
"811",188287,70,52,1,0,0,8,0,3,"3"
"812",179614,68,51,1,1,0,15,0,3,"3"
"813",192750,56,39,1,1,0,7,0,3,"3"
"814",131686,61,43,1,1,0,8,0,3,"3"
"815",110700,60,39,1,1,1,12,0,3,"3"
"816",135717,64,47,1,1,1,13,0,3,"3"
"817",111781,28,11,1,1,1,12,0,1,"1"
"818",145661,50,32,1,1,1,7,0,2,"2"
"819",100466,43,22,1,1,0,8,0,2,"2"
"820",185949,62,45,1,0,0,10,0,3,"3"
"821",123120,57,39,1,1,0,4,1,3,"3"
"822",168636,57,38,1,0,0,15,0,3,"3"
"823",145914,40,20,1,1,0,3,1,2,"2"
"824",198974,49,32,1,1,0,10,0,2,"2"
"825",178634,61,42,1,0,0,14,0,3,"3"
"826",154644,64,43,1,1,1,3,0,3,"3"
"827",194121,41,22,1,0,0,8,0,2,"2"
"828",116227,62,42,1,1,0,5,0,3,"3"
"829",191814,37,17,1,0,0,3,1,2,"2"
"830",109289,63,45,1,1,0,5,0,3,"3"
"831",178345,31,13,1,1,0,6,0,1,"1"
"832",154693,41,20,1,1,1,12,0,2,"2"
"833",125227,20,2,1,1,0,10,0,1,"1"
"834",150132,39,20,1,1,0,15,0,2,"2"
"835",126266,22,4,1,0,1,4,1,1,"1"
"836",118850,23,6,1,0,1,3,1,1,"1"
"837",124463,65,46,1,1,0,9,0,3,"3"
"838",131180,60,39,1,0,0,12,0,3,"3"
"839",186749,57,40,1,1,0,3,0,3,"3"
"840",122657,38,18,1,0,0,4,1,2,"2"
"841",145012,69,51,1,1,1,12,0,3,"3"
"842",100786,68,48,1,0,0,9,0,3,"3"
"843",192390,66,49,1,1,1,8,0,3,"3"
"844",158539,18,0,1,0,1,13,1,1,"1"
"845",146923,36,18,1,0,1,11,0,2,"2"
"846",162109,24,6,1,1,0,13,0,1,"1"
"847",116124,28,10,1,0,0,8,0,1,"1"
"848",100778,26,7,1,1,1,9,1,1,"1"
"849",139081,69,51,1,0,0,7,0,3,"3"
"850",187168,29,10,1,0,0,11,0,1,"1"
"851",175049,40,19,1,1,0,15,0,2,"2"
"852",173363,33,12,1,1,1,4,1,1,"1"
"853",144054,22,4,1,0,0,12,0,1,"1"
"854",152671,44,27,1,0,1,7,0,2,"2"
"855",153403,32,12,1,1,1,10,1,1,"1"
"856",160694,19,2,1,0,1,14,0,1,"1"
"857",147937,33,12,1,0,0,8,0,1,"1"
"858",176186,69,52,1,0,1,14,0,3,"3"
"859",118255,28,7,1,0,0,6,0,1,"1"
"860",109043,25,8,1,1,1,15,0,1,"1"
"861",104541,26,6,1,0,1,1,0,1,"1"
"862",166825,61,43,1,1,0,1,0,3,"3"
"863",159500,28,7,1,1,1,6,0,1,"1"
"864",177911,57,36,1,0,0,1,0,3,"3"
"865",153573,36,15,1,0,0,13,0,2,"2"
"866",119092,69,50,1,1,1,15,0,3,"3"
"867",129748,22,5,1,0,1,14,1,1,"1"
"868",126456,50,32,1,0,0,12,0,2,"2"
"869",122069,18,0,1,0,0,12,0,1,"1"
"870",131356,22,5,1,1,1,6,1,1,"1"
"871",151642,65,46,1,1,1,8,0,3,"3"
"872",113032,20,3,1,1,1,15,1,1,"1"
"873",108463,70,51,1,0,1,8,0,3,"3"
"874",176059,63,42,1,0,1,9,0,3,"3"
"875",143523,49,29,1,1,1,6,1,2,"2"
"876",186245,17,0,1,1,0,14,0,1,"1"
"877",198629,23,5,1,1,0,8,1,1,"1"
"878",119432,57,40,1,0,1,15,0,3,"3"
"879",192266,37,19,1,0,1,3,1,2,"2"
"880",102045,25,7,1,1,0,13,0,1,"1"
"881",179112,26,6,1,1,1,6,0,1,"1"
"882",189352,44,24,1,0,0,14,0,2,"2"
"883",156529,27,10,1,1,1,6,0,1,"1"
"884",163874,26,5,1,0,0,10,0,1,"1"
"885",114484,35,17,1,1,1,8,0,2,"2"
"886",145495,46,28,1,1,0,4,1,2,"2"
"887",123426,65,44,1,1,0,2,0,3,"3"
"888",190221,23,6,1,0,1,14,1,1,"1"
"889",146679,26,8,1,0,1,14,0,1,"1"
"890",170472,47,27,1,1,1,6,0,2,"2"
"891",190925,69,48,1,0,0,6,0,3,"3"
"892",115145,61,41,1,1,0,4,1,3,"3"
"893",175375,53,36,1,0,0,11,0,3,"3"
"894",115477,69,48,1,0,1,14,0,3,"3"
"895",125091,22,3,1,0,1,12,0,1,"1"
"896",193856,66,48,1,1,0,12,0,3,"3"
"897",149488,31,11,1,1,0,5,1,1,"1"
"898",118991,68,49,1,0,1,6,0,3,"3"
"899",136917,16,0,1,0,0,13,0,1,"1"
"900",116160,44,24,1,0,0,10,0,2,"2"
"901",110919,51,33,1,0,1,8,0,2,"2"
"902",152775,21,4,1,1,1,13,0,1,"1"
"903",125754,25,6,1,1,1,15,1,1,"1"
"904",134751,70,49,1,0,0,8,0,3,"3"
"905",132670,68,47,1,1,1,4,0,3,"3"
"906",183541,25,6,1,1,0,3,1,1,"1"
"907",111262,23,6,1,1,0,14,0,1,"1"
"908",188528,62,43,1,0,0,2,1,3,"3"
"909",170272,24,6,1,0,0,12,0,1,"1"
"910",118295,62,44,1,0,0,5,1,3,"3"
"911",152108,33,16,1,1,1,14,0,2,"2"
"912",160767,31,12,1,1,1,4,1,1,"1"
"913",108895,52,31,1,0,0,5,1,2,"2"
"914",103314,69,50,1,0,0,1,0,3,"3"
"915",139998,43,22,1,1,0,6,0,2,"2"
"916",158343,52,31,1,1,1,8,0,2,"2"
"917",118235,62,44,1,1,1,15,0,3,"3"
"918",156799,28,10,1,1,1,5,1,1,"1"
"919",183711,46,25,1,1,0,2,0,2,"2"
"920",188597,27,10,1,1,1,0,1,1,"1"
"921",100749,43,26,1,1,0,2,1,2,"2"
"922",164115,68,49,1,0,1,8,0,3,"3"
"923",132666,70,49,1,0,1,5,0,3,"3"
"924",170477,27,6,1,1,1,11,1,1,"1"
"925",164401,62,41,1,1,1,7,0,3,"3"
"926",130529,17,0,1,0,1,13,0,1,"1"
"927",147956,67,47,1,1,1,0,1,3,"3"
"928",134885,44,27,1,0,1,6,0,2,"2"
"929",171570,51,31,1,1,0,6,0,2,"2"
"930",171431,48,30,1,1,1,9,0,2,"2"
"931",126908,58,38,1,1,1,15,0,3,"3"
"932",149066,41,20,1,1,1,5,0,2,"2"
"933",195325,61,41,1,1,1,15,0,3,"3"
"934",113159,22,5,1,0,1,12,1,1,"1"
"935",184508,67,50,1,1,1,6,0,3,"3"
"936",114217,31,12,1,1,0,11,0,1,"1"
"937",130640,42,24,1,1,0,6,0,2,"2"
"938",153534,16,0,1,0,1,15,0,1,"1"
"939",190425,61,44,1,1,1,9,0,3,"3"
"940",187343,43,25,1,0,0,8,0,2,"2"
"941",198805,30,11,1,1,1,7,1,1,"1"
"942",109426,42,22,1,0,1,7,0,2,"2"
"943",128094,42,25,1,0,0,2,0,2,"2"
"944",169338,34,17,1,0,0,10,0,2,"2"
"945",177247,40,19,1,0,0,8,0,2,"2"
"946",154004,64,47,1,0,0,5,0,3,"3"
"947",137599,32,15,1,1,1,0,1,2,"2"
"948",146401,41,24,1,1,1,6,1,2,"2"
"949",148634,38,19,1,0,0,11,0,2,"2"
"950",128822,21,3,1,1,0,13,0,1,"1"
"951",138623,21,3,1,1,0,15,0,1,"1"
"952",164760,65,46,1,0,1,4,0,3,"3"
"953",129417,64,44,1,0,0,9,0,3,"3"
"954",177456,19,0,1,0,0,15,0,1,"1"
"955",172545,54,34,1,1,0,10,0,3,"3"
"956",186696,58,39,1,1,0,10,0,3,"3"
"957",126188,17,0,1,0,0,14,0,1,"1"
"958",163501,19,1,1,0,0,9,0,1,"1"
"959",160863,66,45,1,1,1,1,0,3,"3"
"960",109324,70,51,1,1,0,8,0,3,"3"
"961",133285,60,39,1,0,1,6,0,3,"3"
"962",145555,63,46,1,1,0,6,0,3,"3"
"963",183570,22,4,1,0,0,15,0,1,"1"
"964",110500,29,9,1,1,1,0,1,1,"1"
"965",192550,64,43,1,0,0,10,0,3,"3"
"966",114834,56,38,1,0,0,15,0,3,"3"
"967",113103,39,22,1,1,0,14,0,2,"2"
"968",114225,52,33,1,0,0,11,0,2,"2"
"969",174405,67,48,1,0,1,2,0,3,"3"
"970",151729,57,40,1,1,0,3,1,3,"3"
"971",135404,58,37,1,1,0,14,0,3,"3"
"972",187258,64,43,1,0,0,0,0,3,"3"
"973",181116,22,5,1,1,0,10,1,1,"1"
"974",101613,21,2,1,0,0,6,0,1,"1"
"975",176590,53,36,1,0,1,10,0,3,"3"
"976",175844,24,6,1,0,0,7,0,1,"1"
"977",111950,26,6,1,0,0,9,0,1,"1"
"978",133739,47,30,1,0,1,7,0,2,"2"
"979",186803,19,0,1,1,1,14,1,1,"1"
"980",137221,63,46,1,1,0,7,0,3,"3"
"981",102201,50,29,1,0,0,4,1,2,"2"
"982",196797,16,0,1,1,0,15,0,1,"1"
"983",180874,49,31,1,1,1,12,0,2,"2"
"984",184119,57,36,1,1,0,10,0,3,"3"
"985",154426,70,53,1,1,1,11,0,3,"3"
"986",155732,30,13,1,1,0,1,0,1,"1"
"987",147903,66,46,1,1,1,13,0,3,"3"
"988",166932,30,9,1,1,0,6,0,1,"1"
"989",118090,66,49,1,1,0,9,0,3,"3"
"990",167464,56,36,1,0,0,0,0,3,"3"
"991",190059,68,47,1,0,1,15,0,3,"3"
"992",107952,67,47,1,1,1,10,0,3,"3"
"993",111407,36,17,1,1,1,8,0,2,"2"
"994",178800,70,51,1,1,1,6,1,3,"3"
"995",170569,68,51,1,1,0,14,0,3,"3"
"996",142228,16,0,1,0,0,14,0,1,"1"
"997",172181,19,0,1,0,1,11,1,1,"1"
"998",149102,19,0,1,0,1,15,1,1,"1"
"999",114383,20,3,1,1,0,7,0,1,"1"
"1000",119492,16,0,1,0,0,12,0,1,"1"
"1001",138210,68,51,1,0,0,13,0,3,"3"
"1002",193059,16,0,1,1,0,14,0,1,"1"
"1003",139789,23,4,1,0,1,11,1,1,"1"
"1004",157767,33,15,1,1,0,8,0,2,"2"
"1005",161497,69,49,1,0,0,2,0,3,"3"
"1006",174691,52,31,1,1,0,10,0,2,"2"
"1007",117770,20,2,1,0,0,12,0,1,"1"
"1008",181759,27,6,1,1,1,9,0,1,"1"
"1009",115759,70,49,1,1,0,1,0,3,"3"
"1010",141628,22,4,1,0,0,8,0,1,"1"
"1011",144657,16,0,1,1,0,10,0,1,"1"
"1012",132983,23,5,1,0,1,1,1,1,"1"
"1013",150218,69,51,1,0,1,8,0,3,"3"
"1014",169299,51,34,1,0,0,14,0,2,"2"
"1015",112455,37,17,1,0,1,9,0,2,"2"
"1016",129126,39,22,1,1,0,7,0,2,"2"
"1017",199532,26,7,1,0,0,6,0,1,"1"
"1018",197834,36,19,1,1,1,7,0,2,"2"
"1019",199301,21,3,1,0,1,15,1,1,"1"
"1020",176055,39,19,1,0,0,10,0,2,"2"
"1021",110213,47,28,1,1,1,12,0,2,"2"
"1022",175460,66,49,1,0,0,11,0,3,"3"
"1023",196111,19,1,1,1,1,11,1,1,"1"
"1024",177948,44,27,1,0,1,4,1,2,"2"
"1025",123025,24,5,1,0,1,7,0,1,"1"
"1026",130340,51,31,1,1,1,4,1,2,"2"
"1027",199204,39,20,1,1,0,10,0,2,"2"
"1028",197568,38,17,1,0,0,12,0,2,"2"
"1029",162636,44,26,1,1,1,7,0,2,"2"
"1030",151496,61,40,1,1,0,13,0,3,"3"
"1031",191771,41,23,1,0,0,8,0,2,"2"
"1032",195426,67,49,1,1,0,8,0,3,"3"
"1033",196322,20,3,1,0,0,14,0,1,"1"
"1034",156319,32,13,1,1,0,0,1,1,"1"
"1035",121043,20,3,1,0,1,11,0,1,"1"
"1036",178330,61,44,1,1,1,5,0,3,"3"
"1037",158855,19,1,1,0,0,2,0,1,"1"
"1038",180944,23,5,1,0,1,11,1,1,"1"
"1039",148240,58,39,1,1,1,8,0,3,"3"
"1040",144420,55,38,1,0,1,10,0,3,"3"
"1041",157213,62,42,1,0,1,9,0,3,"3"
"1042",164170,43,25,1,0,0,11,0,2,"2"
"1043",107331,17,0,1,0,1,10,1,1,"1"
"1044",108070,64,45,1,1,0,14,0,3,"3"
"1045",191798,68,50,1,0,1,6,0,3,"3"
"1046",106607,41,23,1,0,1,15,0,2,"2"
"1047",195955,53,36,1,1,1,14,0,3,"3"
"1048",163791,32,12,1,0,1,7,0,1,"1"
"1049",147385,30,9,1,1,1,9,0,1,"1"
"1050",178441,19,0,1,0,1,8,1,1,"1"
"1051",123977,42,21,1,0,1,10,0,2,"2"
"1052",186755,36,18,1,1,0,9,0,2,"2"
"1053",145204,62,41,1,0,1,11,0,3,"3"
"1054",193091,64,45,1,1,0,10,0,3,"3"
"1055",100865,25,8,1,0,1,12,0,1,"1"
"1056",169080,47,28,1,0,1,6,0,2,"2"
"1057",193669,67,47,1,1,1,13,0,3,"3"
"1058",122312,39,22,1,1,1,6,0,2,"2"
"1059",101711,21,4,1,0,0,6,0,1,"1"
"1060",179457,27,10,1,0,0,13,0,1,"1"
"1061",129038,65,44,1,0,1,12,0,3,"3"
"1062",116970,25,8,1,1,0,12,0,1,"1"
"1063",112251,67,50,1,0,1,8,0,3,"3"
