Policy Number,Age,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Gender Dummy,Married,Married Dummy,Vehicle Age,Vehicle Age Band,Fuel Type,Fuel Type Dummy,Losses,Count,Capped Losses
188548,53,26-59,35,1,M,1,Married,0,9,10-Jun,P,0,382,1,382
135088,34,26-59,15,1,M,1,Married,0,14,11+,P,0,202,1,202
151309,17,16-25,0,1,M,1,Married,0,8,10-Jun,P,0,449,1,449
196582,17,16-25,0,1,F,0,Married,0,13,11+,P,0,479,1,479
155991,64,60+,46,1,M,1,Married,0,8,10-Jun,P,0,207,1,207
146137,68,60+,51,1,M,1,Single,1,6,10-Jun,P,0,48,1,48
109884,18,16-25,0,1,M,1,Married,0,15,11+,P,0,333,1,333
135730,31,26-59,12,1,M,1,Single,1,2,0-5,D,1,801,1,801
190584,18,16-25,1,1,F,0,Married,0,14,11+,P,0,182,1,182
147410,67,60+,46,1,F,0,Married,0,6,10-Jun,P,0,208,1,208
159859,69,60+,49,1,F,0,Married,0,14,11+,P,0,45,1,45
161857,49,26-59,30,1,F,0,Single,1,7,10-Jun,P,0,390,1,390
177000,22,16-25,4,1,M,1,Married,0,8,10-Jun,P,0,456,1,456
120501,59,26-59,40,1,M,1,Single,1,2,0-5,D,1,780,1,780
161478,17,16-25,0,1,M,1,Single,1,13,11+,D,1,853,1,853
118010,62,60+,43,1,M,1,Married,0,3,0-5,P,0,298,1,298
191306,44,26-59,23,1,F,0,Single,1,4,0-5,D,1,517,1,517
101617,25,16-25,6,1,F,0,Single,1,14,11+,P,0,227,1,227
165122,54,26-59,34,1,M,1,Married,0,9,10-Jun,P,0,396,1,396
150893,22,16-25,3,1,F,0,Single,1,14,11+,P,0,238,1,238
171784,23,16-25,5,1,M,1,Married,0,7,10-Jun,D,1,624,1,624
192894,60,60+,39,1,F,0,Single,1,10,10-Jun,P,0,188,1,188
184178,21,16-25,2,1,M,1,Married,0,0,0-5,D,1,544,1,544
117590,19,16-25,0,1,M,1,Single,1,13,11+,P,0,326,1,326
103030,24,16-25,6,1,F,0,Married,0,12,11+,P,0,183,1,183
139116,66,60+,47,1,F,0,Single,1,12,11+,P,0,156,1,156
133134,31,26-59,13,1,F,0,Single,1,5,0-5,D,1,503,1,503
127011,42,26-59,25,1,M,1,Single,1,14,11+,P,0,263,1,263
105550,37,26-59,19,1,M,1,Married,0,10,10-Jun,P,0,324,1,324
137242,32,26-59,12,1,F,0,Married,0,9,10-Jun,P,0,312,1,312
103067,56,26-59,38,1,F,0,Single,1,12,11+,P,0,206,1,206
128105,57,26-59,39,1,F,0,Single,1,11,11+,P,0,368,1,368
183795,67,60+,48,1,F,0,Married,0,14,11+,P,0,166,1,166
172178,24,16-25,5,1,M,1,Married,0,14,11+,P,0,452,1,452
180064,55,26-59,38,1,M,1,Married,0,6,10-Jun,P,0,355,1,355
110870,36,26-59,17,1,M,1,Married,0,9,10-Jun,P,0,375,1,375
196933,17,16-25,0,1,M,1,Single,1,7,10-Jun,D,1,842,1,842
156933,23,16-25,4,1,M,1,Single,1,11,11+,D,1,566,1,566
157911,61,60+,42,1,M,1,Married,0,12,11+,P,0,342,1,342
163306,48,26-59,29,1,F,0,Single,1,10,10-Jun,P,0,407,1,407
161277,25,16-25,6,1,F,0,Single,1,12,11+,D,1,559,1,559
117086,16,16-25,0,1,M,1,Married,0,12,11+,D,1,547,1,547
158744,41,26-59,21,1,M,1,Single,1,15,11+,P,0,170,1,170
195112,21,16-25,4,1,M,1,Married,0,4,0-5,D,1,1066,1,1066
192661,25,16-25,8,1,F,0,Married,0,14,11+,P,0,251,1,251
116768,55,26-59,36,1,F,0,Married,0,14,11+,P,0,189,1,189
178402,22,16-25,3,1,F,0,Single,1,14,11+,D,1,567,1,567
157188,19,16-25,0,1,F,0,Married,0,0,0-5,P,0,345,1,345
119640,28,26-59,11,1,M,1,Married,0,11,11+,P,0,315,1,315
106186,21,16-25,2,1,F,0,Single,1,13,11+,D,1,656,1,656
136386,43,26-59,22,1,F,0,Married,0,0,0-5,P,0,462,1,462
172482,45,26-59,26,1,F,0,Single,1,7,10-Jun,P,0,378,1,378
190872,18,16-25,0,1,M,1,Single,1,9,10-Jun,D,1,685,1,685
112220,19,16-25,2,1,F,0,Married,0,11,11+,P,0,144,1,144
162140,35,26-59,16,1,F,0,Single,1,10,10-Jun,P,0,402,1,402
172063,63,60+,46,1,F,0,Single,1,3,0-5,P,0,253,1,253
159881,39,26-59,20,1,M,1,Married,0,15,11+,P,0,144,1,144
158441,16,16-25,0,1,F,0,Single,1,11,11+,P,0,227,1,227
139083,23,16-25,4,1,M,1,Married,0,6,10-Jun,D,1,644,1,644
126513,17,16-25,0,1,M,1,Married,0,6,10-Jun,P,0,325,1,325
157712,17,16-25,0,1,M,1,Married,0,11,11+,P,0,168,1,168
123461,20,16-25,2,1,F,0,Married,0,12,11+,P,0,164,1,164
110371,56,26-59,35,1,F,0,Single,1,13,11+,P,0,287,1,287
178117,26,26-59,5,1,F,0,Married,0,7,10-Jun,P,0,279,1,279
180764,17,16-25,0,1,M,1,Married,0,13,11+,D,1,546,1,546
120396,53,26-59,34,1,M,1,Single,1,14,11+,P,0,258,1,258
160342,31,26-59,10,1,M,1,Married,0,14,11+,P,0,269,1,269
100931,19,16-25,1,1,F,0,Married,0,12,11+,P,0,387,1,387
111247,26,26-59,8,1,F,0,Single,1,3,0-5,D,1,667,1,667
146672,29,26-59,12,1,F,0,Single,1,12,11+,P,0,364,1,364
186335,47,26-59,28,1,M,1,Married,0,15,11+,P,0,124,1,124
134430,24,16-25,5,1,M,1,Single,1,15,11+,D,1,727,1,727
173346,18,16-25,1,1,F,0,Married,0,15,11+,P,0,257,1,257
100739,68,60+,50,1,M,1,Married,0,7,10-Jun,P,0,97,1,97
124356,18,16-25,0,1,F,0,Married,0,12,11+,P,0,229,1,229
122304,67,60+,49,1,F,0,Married,0,6,10-Jun,P,0,118,1,118
148403,70,60+,53,1,M,1,Single,1,10,10-Jun,P,0,264,1,264
169949,28,26-59,11,1,M,1,Single,1,4,0-5,D,1,836,1,836
165319,69,60+,51,1,M,1,Single,1,3,0-5,P,0,309,1,309
103054,28,26-59,9,1,M,1,Married,0,15,11+,P,0,184,1,184
139550,63,60+,45,1,M,1,Married,0,12,11+,P,0,138,1,138
153354,25,16-25,8,1,F,0,Single,1,12,11+,D,1,672,1,672
140938,55,26-59,38,1,F,0,Single,1,14,11+,P,0,191,1,191
149303,25,16-25,6,1,F,0,Married,0,9,10-Jun,P,0,446,1,446
166431,57,26-59,38,1,F,0,Married,0,2,0-5,D,1,587,1,587
128867,16,16-25,0,1,M,1,Married,0,12,11+,P,0,201,1,201
186334,22,16-25,4,1,F,0,Single,1,10,10-Jun,P,0,484,1,484
129404,50,26-59,31,1,M,1,Married,0,10,10-Jun,P,0,361,1,361
138395,24,16-25,5,1,M,1,Married,0,13,11+,P,0,269,1,269
191140,45,26-59,26,1,F,0,Single,1,10,10-Jun,P,0,383,1,383
133591,49,26-59,29,1,F,0,Single,1,6,10-Jun,P,0,418,1,418
104826,62,60+,45,1,M,1,Married,0,14,11+,P,0,124,1,124
164938,16,16-25,0,1,M,1,Single,1,15,11+,D,1,673,1,673
139800,50,26-59,33,1,F,0,Married,0,10,10-Jun,P,0,293,1,293
134774,43,26-59,23,1,M,1,Married,0,10,10-Jun,P,0,364,1,364
124523,17,16-25,0,1,M,1,Single,1,12,11+,D,1,703,1,703
122527,19,16-25,1,1,M,1,Married,0,13,11+,D,1,510,1,510
105418,65,60+,47,1,F,0,Single,1,8,10-Jun,P,0,42,1,42
172805,17,16-25,0,1,M,1,Married,0,12,11+,P,0,260,1,260
105262,38,26-59,21,1,F,0,Single,1,9,10-Jun,P,0,386,1,386
158249,48,26-59,28,1,F,0,Married,0,10,10-Jun,P,0,335,1,335
170144,46,26-59,25,1,M,1,Single,1,15,11+,P,0,275,1,275
191160,25,16-25,8,1,F,0,Married,0,12,11+,P,0,216,1,216
191628,31,26-59,14,1,M,1,Single,1,8,10-Jun,P,0,405,1,405
198045,44,26-59,27,1,M,1,Single,1,1,0-5,D,1,685,1,685
155792,41,26-59,20,1,F,0,Single,1,15,11+,P,0,151,1,151
132277,17,16-25,0,1,F,0,Single,1,5,0-5,D,1,673,1,673
147909,29,26-59,9,1,F,0,Married,0,14,11+,P,0,219,1,219
182915,32,26-59,14,1,F,0,Single,1,13,11+,P,0,281,1,281
143075,61,60+,40,1,F,0,Married,0,1,0-5,P,0,146,1,146
104525,28,26-59,8,1,F,0,Single,1,1,0-5,D,1,809,1,809
154713,17,16-25,0,1,M,1,Single,1,11,11+,D,1,1024,1,1024
150038,55,26-59,34,1,F,0,Single,1,9,10-Jun,P,0,476,1,476
183774,20,16-25,3,1,M,1,Married,0,13,11+,P,0,412,1,412
131000,70,60+,53,1,M,1,Married,0,0,0-5,P,0,157,1,157
142771,46,26-59,27,1,F,0,Married,0,15,11+,P,0,284,1,284
193862,37,26-59,19,1,F,0,Married,0,1,0-5,P,0,361,1,361
175991,65,60+,48,1,M,1,Married,0,7,10-Jun,P,0,239,1,239
112584,17,16-25,0,1,F,0,Single,1,12,11+,P,0,235,1,235
178839,35,26-59,16,1,M,1,Single,1,9,10-Jun,D,1,523,1,523
178579,42,26-59,23,1,F,0,Married,0,7,10-Jun,P,0,292,1,292
188144,25,16-25,6,1,F,0,Married,0,9,10-Jun,P,0,225,1,225
168426,32,26-59,12,1,F,0,Married,0,0,0-5,P,0,420,1,420
121837,26,26-59,5,1,F,0,Single,1,6,10-Jun,P,0,396,1,396
185498,24,16-25,7,1,M,1,Single,1,14,11+,D,1,648,1,648
187994,18,16-25,0,1,M,1,Single,1,12,11+,P,0,390,1,390
144980,51,26-59,32,1,M,1,Single,1,13,11+,P,0,236,1,236
165791,47,26-59,30,1,M,1,Single,1,15,11+,P,0,156,1,156
136578,21,16-25,4,1,F,0,Single,1,10,10-Jun,D,1,772,1,772
104486,20,16-25,3,1,M,1,Single,1,12,11+,D,1,739,1,739
127936,66,60+,48,1,F,0,Single,1,3,0-5,P,0,476,1,476
142200,65,60+,47,1,F,0,Single,1,6,10-Jun,P,0,47,1,47
132773,30,26-59,12,1,F,0,Married,0,8,10-Jun,P,0,309,1,309
174649,24,16-25,7,1,F,0,Single,1,8,10-Jun,D,1,615,1,615
107218,35,26-59,18,1,M,1,Married,0,11,11+,P,0,281,1,281
110966,17,16-25,0,1,F,0,Single,1,0,0-5,D,1,659,1,659
134067,41,26-59,22,1,F,0,Married,0,8,10-Jun,P,0,313,1,313
198001,41,26-59,24,1,F,0,Married,0,7,10-Jun,P,0,338,1,338
112751,39,26-59,22,1,F,0,Single,1,14,11+,P,0,272,1,272
110330,16,16-25,0,1,M,1,Married,0,14,11+,P,0,443,1,443
152850,41,26-59,20,1,F,0,Married,0,14,11+,P,0,136,1,136
137449,28,26-59,9,1,M,1,Married,0,2,0-5,D,1,669,1,669
146254,66,60+,45,1,M,1,Married,0,9,10-Jun,P,0,37,1,37
177554,23,16-25,4,1,M,1,Married,0,14,11+,D,1,695,1,695
161868,64,60+,45,1,F,0,Married,0,1,0-5,P,0,318,1,318
157353,66,60+,47,1,M,1,Single,1,8,10-Jun,P,0,230,1,230
127572,25,16-25,7,1,M,1,Single,1,9,10-Jun,D,1,984,1,984
110946,29,26-59,11,1,M,1,Single,1,0,0-5,D,1,676,1,676
179609,64,60+,47,1,F,0,Single,1,11,11+,P,0,111,1,111
108007,22,16-25,5,1,F,0,Single,1,14,11+,P,0,447,1,447
139453,69,60+,51,1,M,1,Single,1,4,0-5,P,0,229,1,229
165686,24,16-25,5,1,F,0,Married,0,14,11+,P,0,442,1,442
108319,18,16-25,1,1,F,0,Single,1,10,10-Jun,D,1,698,1,698
144855,69,60+,48,1,M,1,Single,1,7,10-Jun,P,0,236,1,236
163531,19,16-25,2,1,F,0,Married,0,15,11+,P,0,294,1,294
150077,70,60+,51,1,M,1,Married,0,2,0-5,P,0,345,1,345
191011,38,26-59,21,1,F,0,Single,1,0,0-5,D,1,837,1,837
191637,44,26-59,25,1,F,0,Single,1,11,11+,P,0,340,1,340
118853,64,60+,44,1,F,0,Single,1,9,10-Jun,P,0,292,1,292
190042,43,26-59,25,1,M,1,Married,0,7,10-Jun,P,0,399,1,399
113232,18,16-25,0,1,M,1,Single,1,13,11+,D,1,810,1,810
129426,55,26-59,38,1,M,1,Married,0,6,10-Jun,P,0,356,1,356
161923,35,26-59,17,1,F,0,Single,1,11,11+,P,0,376,1,376
143315,70,60+,52,1,M,1,Married,0,15,11+,P,0,163,1,163
112537,22,16-25,5,1,F,0,Married,0,7,10-Jun,P,0,391,1,391
189651,26,26-59,7,1,F,0,Married,0,6,10-Jun,P,0,284,1,284
175053,27,26-59,7,1,M,1,Married,0,9,10-Jun,P,0,346,1,346
149333,32,26-59,15,1,F,0,Single,1,10,10-Jun,P,0,402,1,402
106020,25,16-25,7,1,M,1,Married,0,1,0-5,D,1,777,1,777
172144,55,26-59,35,1,M,1,Married,0,1,0-5,D,1,645,1,645
181343,23,16-25,6,1,F,0,Single,1,13,11+,P,0,386,1,386
165969,52,26-59,33,1,M,1,Married,0,9,10-Jun,P,0,321,1,321
175204,53,26-59,35,1,M,1,Single,1,7,10-Jun,P,0,436,1,436
188905,32,26-59,11,1,F,0,Married,0,9,10-Jun,P,0,303,1,303
174333,53,26-59,32,1,F,0,Married,0,4,0-5,D,1,557,1,557
167470,17,16-25,0,1,F,0,Single,1,4,0-5,D,1,1037,1,1037
120965,20,16-25,1,1,F,0,Single,1,12,11+,P,0,302,1,302
177195,69,60+,52,1,M,1,Single,1,15,11+,P,0,117,1,117
140290,17,16-25,0,1,M,1,Single,1,13,11+,D,1,964,1,964
117642,63,60+,42,1,M,1,Single,1,13,11+,P,0,96,1,96
104411,29,26-59,11,1,F,0,Married,0,5,0-5,P,0,419,1,419
182169,62,60+,43,1,F,0,Single,1,1,0-5,P,0,342,1,342
154432,61,60+,42,1,F,0,Married,0,13,11+,P,0,102,1,102
106539,66,60+,46,1,F,0,Single,1,15,11+,P,0,41,1,41
195625,54,26-59,35,1,F,0,Married,0,8,10-Jun,P,0,307,1,307
196635,48,26-59,27,1,F,0,Single,1,0,0-5,D,1,687,1,687
193413,67,60+,50,1,M,1,Single,1,10,10-Jun,P,0,167,1,167
191094,66,60+,47,1,M,1,Married,0,4,0-5,D,1,551,1,551
179271,23,16-25,5,1,M,1,Single,1,14,11+,D,1,587,1,587
189951,26,26-59,6,1,F,0,Married,0,12,11+,P,0,339,1,339
126236,38,26-59,20,1,M,1,Married,0,0,0-5,D,1,648,1,648
130761,69,60+,50,1,M,1,Married,0,14,11+,P,0,95,1,95
170986,20,16-25,2,1,M,1,Single,1,13,11+,P,0,494,1,494
157919,21,16-25,2,1,M,1,Single,1,7,10-Jun,D,1,1021,1,1021
127745,18,16-25,1,1,M,1,Married,0,9,10-Jun,P,0,471,1,471
191285,34,26-59,15,1,F,0,Single,1,6,10-Jun,P,0,403,1,403
123166,51,26-59,33,1,M,1,Single,1,10,10-Jun,P,0,422,1,422
155724,23,16-25,6,1,F,0,Married,0,14,11+,P,0,127,1,127
177504,18,16-25,0,1,M,1,Married,0,4,0-5,D,1,1204,1,1200
136090,60,60+,39,1,M,1,Married,0,11,11+,P,0,276,1,276
196704,46,26-59,26,1,F,0,Married,0,0,0-5,D,1,518,1,518
164592,64,60+,47,1,F,0,Single,1,9,10-Jun,P,0,43,1,43
145321,21,16-25,2,1,M,1,Single,1,13,11+,D,1,931,1,931
104756,22,16-25,3,1,M,1,Single,1,11,11+,D,1,946,1,946
103377,44,26-59,25,1,F,0,Single,1,7,10-Jun,P,0,364,1,364
139687,36,26-59,15,1,F,0,Single,1,6,10-Jun,P,0,420,1,420
165487,66,60+,49,1,F,0,Single,1,9,10-Jun,P,0,79,1,79
126149,21,16-25,4,1,F,0,Single,1,12,11+,P,0,421,1,421
133180,64,60+,46,1,M,1,Married,0,4,0-5,P,0,390,1,390
186820,44,26-59,26,1,M,1,Single,1,8,10-Jun,P,0,462,1,462
185310,47,26-59,30,1,M,1,Married,0,15,11+,P,0,147,1,147
117930,18,16-25,0,1,M,1,Single,1,10,10-Jun,D,1,1032,1,1032
133784,40,26-59,22,1,F,0,Married,0,10,10-Jun,P,0,373,1,373
108804,22,16-25,4,1,M,1,Single,1,12,11+,D,1,874,1,874
109203,24,16-25,7,1,M,1,Single,1,0,0-5,D,1,1492,1,1200
148258,70,60+,52,1,F,0,Single,1,7,10-Jun,P,0,140,1,140
108325,61,60+,41,1,M,1,Married,0,9,10-Jun,P,0,159,1,159
109970,20,16-25,3,1,M,1,Single,1,14,11+,D,1,731,1,731
189460,22,16-25,4,1,F,0,Single,1,15,11+,P,0,470,1,470
146438,65,60+,48,1,M,1,Single,1,6,10-Jun,P,0,234,1,234
129176,38,26-59,17,1,F,0,Single,1,1,0-5,D,1,545,1,545
140722,60,60+,41,1,F,0,Married,0,8,10-Jun,P,0,286,1,286
114230,31,26-59,10,1,F,0,Married,0,11,11+,P,0,269,1,269
105121,47,26-59,28,1,M,1,Married,0,10,10-Jun,P,0,359,1,359
115299,62,60+,44,1,M,1,Married,0,14,11+,P,0,32,1,32
116313,38,26-59,17,1,F,0,Single,1,6,10-Jun,P,0,425,1,425
111655,23,16-25,4,1,F,0,Single,1,11,11+,P,0,222,1,222
107539,34,26-59,16,1,F,0,Single,1,12,11+,P,0,230,1,230
102106,65,60+,44,1,M,1,Single,1,8,10-Jun,P,0,184,1,184
131977,61,60+,42,1,M,1,Single,1,12,11+,P,0,496,1,496
174776,62,60+,43,1,F,0,Married,0,6,10-Jun,P,0,58,1,58
115117,51,26-59,30,1,F,0,Single,1,8,10-Jun,P,0,421,1,421
170043,34,26-59,15,1,F,0,Married,0,7,10-Jun,P,0,368,1,368
137679,41,26-59,23,1,M,1,Married,0,9,10-Jun,P,0,404,1,404
167670,63,60+,45,1,M,1,Married,0,12,11+,P,0,102,1,102
191667,70,60+,52,1,F,0,Single,1,3,0-5,P,0,321,1,321
118085,53,26-59,33,1,M,1,Married,0,15,11+,P,0,204,1,204
152351,25,16-25,6,1,F,0,Married,0,5,0-5,P,0,482,1,482
191927,16,16-25,0,1,M,1,Married,0,6,10-Jun,P,0,333,1,333
102450,21,16-25,2,1,F,0,Single,1,11,11+,P,0,293,1,293
154817,68,60+,50,1,M,1,Single,1,8,10-Jun,P,0,219,1,219
113307,27,26-59,9,1,F,0,Single,1,7,10-Jun,P,0,430,1,430
174930,19,16-25,0,1,M,1,Single,1,15,11+,D,1,960,1,960
135471,57,26-59,36,1,F,0,Single,1,2,0-5,D,1,862,1,862
124520,23,16-25,5,1,F,0,Single,1,11,11+,D,1,523,1,523
126999,50,26-59,32,1,F,0,Married,0,7,10-Jun,P,0,302,1,302
147581,60,60+,42,1,F,0,Single,1,8,10-Jun,P,0,241,1,241
127409,69,60+,52,1,M,1,Single,1,9,10-Jun,P,0,152,1,152
108545,26,26-59,8,1,M,1,Single,1,8,10-Jun,P,0,436,1,436
156939,41,26-59,22,1,F,0,Married,0,1,0-5,P,0,381,1,381
158928,66,60+,47,1,M,1,Single,1,3,0-5,P,0,74,1,74
170024,53,26-59,33,1,M,1,Married,0,11,11+,P,0,159,1,159
127337,29,26-59,8,1,F,0,Single,1,2,0-5,D,1,603,1,603
172679,25,16-25,6,1,F,0,Married,0,1,0-5,P,0,497,1,497
100393,58,26-59,41,1,F,0,Single,1,7,10-Jun,P,0,392,1,392
138394,20,16-25,2,1,F,0,Single,1,15,11+,P,0,244,1,244
143776,18,16-25,0,1,F,0,Married,0,14,11+,P,0,273,1,273
111978,61,60+,44,1,M,1,Single,1,4,0-5,P,0,317,1,317
156872,41,26-59,21,1,F,0,Married,0,15,11+,P,0,186,1,186
145921,68,60+,48,1,F,0,Single,1,4,0-5,P,0,106,1,106
159310,68,60+,47,1,M,1,Single,1,7,10-Jun,P,0,237,1,237
143703,63,60+,42,1,F,0,Single,1,9,10-Jun,P,0,34,1,34
142662,56,26-59,37,1,M,1,Married,0,10,10-Jun,P,0,346,1,346
139500,22,16-25,3,1,M,1,Single,1,7,10-Jun,D,1,1360,1,1200
199067,65,60+,48,1,F,0,Married,0,14,11+,P,0,148,1,148
184418,53,26-59,34,1,F,0,Married,0,4,0-5,P,0,477,1,477
129661,32,26-59,13,1,M,1,Married,0,13,11+,P,0,307,1,307
150868,25,16-25,8,1,F,0,Single,1,12,11+,D,1,602,1,602
111483,62,60+,41,1,F,0,Single,1,5,0-5,P,0,464,1,464
179318,58,26-59,41,1,F,0,Married,0,12,11+,P,0,118,1,118
197615,62,60+,45,1,F,0,Married,0,14,11+,P,0,27,1,27
125364,20,16-25,1,1,M,1,Married,0,6,10-Jun,D,1,512,1,512
103001,70,60+,52,1,F,0,Married,0,12,11+,P,0,109,1,109
122543,20,16-25,3,1,M,1,Single,1,14,11+,D,1,651,1,651
137055,58,26-59,39,1,M,1,Single,1,1,0-5,D,1,531,1,531
107360,68,60+,48,1,F,0,Married,0,13,11+,P,0,189,1,189
148198,23,16-25,6,1,M,1,Single,1,11,11+,D,1,558,1,558
134164,22,16-25,4,1,M,1,Single,1,13,11+,P,0,335,1,335
128866,66,60+,45,1,F,0,Single,1,11,11+,P,0,37,1,37
146036,27,26-59,10,1,F,0,Single,1,6,10-Jun,P,0,363,1,363
180309,49,26-59,30,1,F,0,Married,0,0,0-5,D,1,540,1,540
158991,16,16-25,0,1,M,1,Married,0,12,11+,P,0,358,1,358
157357,46,26-59,25,1,M,1,Single,1,13,11+,P,0,331,1,331
184611,26,26-59,7,1,M,1,Married,0,8,10-Jun,P,0,335,1,335
185622,63,60+,44,1,M,1,Single,1,0,0-5,P,0,262,1,262
195602,34,26-59,15,1,M,1,Single,1,1,0-5,D,1,735,1,735
117004,66,60+,46,1,M,1,Married,0,1,0-5,P,0,406,1,406
145524,62,60+,44,1,M,1,Single,1,9,10-Jun,P,0,352,1,352
174530,70,60+,50,1,M,1,Single,1,10,10-Jun,P,0,297,1,297
158963,61,60+,43,1,F,0,Single,1,6,10-Jun,P,0,125,1,125
169392,28,26-59,11,1,F,0,Married,0,7,10-Jun,P,0,375,1,375
136257,22,16-25,5,1,F,0,Single,1,11,11+,D,1,534,1,534
155439,50,26-59,29,1,F,0,Single,1,10,10-Jun,P,0,358,1,358
191625,20,16-25,1,1,F,0,Single,1,13,11+,P,0,236,1,236
130894,26,26-59,8,1,M,1,Single,1,6,10-Jun,P,0,481,1,481
176085,18,16-25,1,1,M,1,Single,1,1,0-5,D,1,1570,1,1200
163579,70,60+,52,1,M,1,Married,0,8,10-Jun,P,0,190,1,190
165231,23,16-25,6,1,M,1,Single,1,14,11+,D,1,802,1,802
175849,43,26-59,24,1,M,1,Single,1,10,10-Jun,P,0,476,1,476
166862,25,16-25,7,1,F,0,Single,1,5,0-5,D,1,865,1,865
145985,68,60+,49,1,F,0,Married,0,7,10-Jun,P,0,33,1,33
161523,18,16-25,0,1,F,0,Married,0,13,11+,P,0,259,1,259
188537,20,16-25,2,1,F,0,Single,1,12,11+,P,0,476,1,476
148910,53,26-59,34,1,F,0,Married,0,9,10-Jun,P,0,289,1,289
114902,48,26-59,29,1,F,0,Married,0,10,10-Jun,P,0,342,1,342
150766,43,26-59,25,1,F,0,Married,0,4,0-5,P,0,440,1,440
110593,67,60+,48,1,M,1,Single,1,6,10-Jun,P,0,330,1,330
179759,19,16-25,0,1,M,1,Single,1,13,11+,D,1,845,1,845
121258,59,26-59,42,1,F,0,Single,1,1,0-5,P,0,474,1,474
116173,49,26-59,32,1,M,1,Single,1,7,10-Jun,P,0,397,1,397
157449,23,16-25,4,1,M,1,Married,0,9,10-Jun,D,1,771,1,771
199294,55,26-59,35,1,M,1,Married,0,8,10-Jun,P,0,346,1,346
107896,68,60+,47,1,M,1,Single,1,15,11+,P,0,45,1,45
196818,49,26-59,30,1,M,1,Married,0,10,10-Jun,P,0,308,1,308
108840,63,60+,43,1,M,1,Married,0,3,0-5,P,0,118,1,118
195376,51,26-59,34,1,M,1,Married,0,9,10-Jun,P,0,417,1,417
122051,62,60+,43,1,F,0,Single,1,12,11+,P,0,25,1,25
173821,20,16-25,3,1,F,0,Single,1,9,10-Jun,D,1,716,1,716
187100,54,26-59,35,1,M,1,Single,1,1,0-5,D,1,679,1,679
143345,65,60+,46,1,F,0,Single,1,15,11+,P,0,233,1,233
160012,30,26-59,11,1,M,1,Single,1,10,10-Jun,P,0,483,1,483
136159,56,26-59,36,1,M,1,Married,0,12,11+,P,0,193,1,193
170878,20,16-25,1,1,F,0,Married,0,12,11+,P,0,179,1,179
195494,67,60+,50,1,F,0,Married,0,3,0-5,P,0,407,1,407
107555,20,16-25,1,1,M,1,Married,0,15,11+,P,0,395,1,395
110367,68,60+,50,1,M,1,Single,1,7,10-Jun,P,0,399,1,399
111541,21,16-25,3,1,M,1,Married,0,13,11+,P,0,171,1,171
168352,25,16-25,7,1,M,1,Single,1,12,11+,D,1,1265,1,1200
134503,19,16-25,1,1,F,0,Single,1,14,11+,D,1,554,1,554
144971,62,60+,43,1,F,0,Married,0,11,11+,P,0,88,1,88
181186,17,16-25,0,1,F,0,Married,0,15,11+,P,0,300,1,300
139101,54,26-59,37,1,M,1,Single,1,13,11+,P,0,401,1,401
136641,60,60+,39,1,M,1,Married,0,2,0-5,P,0,65,1,65
141188,67,60+,48,1,F,0,Single,1,11,11+,P,0,17,1,17
153623,33,26-59,15,1,M,1,Single,1,2,0-5,D,1,708,1,708
150239,67,60+,46,1,F,0,Single,1,10,10-Jun,P,0,341,1,341
185354,68,60+,48,1,M,1,Married,0,2,0-5,P,0,277,1,277
127917,18,16-25,1,1,M,1,Single,1,13,11+,D,1,527,1,527
154975,38,26-59,21,1,F,0,Married,0,12,11+,P,0,206,1,206
117922,21,16-25,2,1,M,1,Married,0,2,0-5,D,1,892,1,892
166897,67,60+,49,1,M,1,Single,1,3,0-5,P,0,414,1,414
166876,21,16-25,2,1,M,1,Married,0,12,11+,P,0,207,1,207
197116,46,26-59,27,1,F,0,Married,0,0,0-5,P,0,341,1,341
169334,25,16-25,8,1,F,0,Married,0,8,10-Jun,P,0,416,1,416
155443,68,60+,48,1,F,0,Married,0,11,11+,P,0,71,1,71
163409,25,16-25,6,1,F,0,Married,0,8,10-Jun,P,0,280,1,280
140592,44,26-59,27,1,F,0,Single,1,8,10-Jun,P,0,373,1,373
140510,41,26-59,24,1,F,0,Single,1,9,10-Jun,P,0,398,1,398
167408,24,16-25,7,1,F,0,Married,0,1,0-5,P,0,458,1,458
164781,44,26-59,27,1,F,0,Married,0,8,10-Jun,P,0,299,1,299
101083,54,26-59,36,1,F,0,Married,0,8,10-Jun,P,0,300,1,300
149604,45,26-59,27,1,M,1,Single,1,7,10-Jun,P,0,472,1,472
116273,49,26-59,28,1,F,0,Married,0,3,0-5,D,1,528,1,528
134645,64,60+,43,1,F,0,Single,1,6,10-Jun,P,0,300,1,300
137626,41,26-59,24,1,F,0,Married,0,7,10-Jun,P,0,292,1,292
131676,48,26-59,29,1,F,0,Single,1,5,0-5,P,0,438,1,438
191821,60,60+,40,1,F,0,Married,0,0,0-5,D,1,555,1,555
187013,44,26-59,23,1,F,0,Married,0,0,0-5,D,1,525,1,525
160543,53,26-59,34,1,F,0,Married,0,1,0-5,D,1,503,1,503
170801,54,26-59,35,1,M,1,Married,0,15,11+,P,0,231,1,231
164081,38,26-59,21,1,F,0,Single,1,10,10-Jun,P,0,404,1,404
196507,45,26-59,25,1,F,0,Married,0,7,10-Jun,P,0,295,1,295
148396,62,60+,42,1,M,1,Married,0,2,0-5,D,1,556,1,556
146365,70,60+,53,1,F,0,Single,1,14,11+,P,0,153,1,153
